2 	-3.90993 	-1.14171e-17 	-0.0702181
2 	-3.734 	-1.31085e-17 	-0.0709546
2 	-3.56628 	-1.31085e-17 	-0.0723331
2 	-3.40639 	-1.45342e-17 	-0.0742731
2 	-3.25396 	-1.59599e-17 	-0.0767045
2 	-3.10865 	-1.59599e-17 	-0.0795655
2 	-2.97012 	-1.59599e-17 	-0.0828003
2 	-2.83806 	-1.73423e-17 	-0.0863576
2 	-2.71216 	-1.87246e-17 	-0.0901894
2 	-2.59214 	-2.04594e-17 	-0.0942503
2 	-2.47772 	-2.21941e-17 	-0.0984971
2 	-2.36864 	-2.21941e-17 	-0.102888
2 	-2.26465 	-2.21941e-17 	-0.107382
2 	-2.16552 	-2.21507e-17 	-0.11194
2 	-2.07101 	-2.21074e-17 	-0.116523
2 	-1.98092 	-2.2064e-17 	-0.121092
2 	-1.89503 	-2.27254e-17 	-0.125611
2 	-1.81315 	-2.34735e-17 	-0.130043
2 	-1.73509 	-2.35168e-17 	-0.134354
2 	-1.66068 	-2.35602e-17 	-0.138514
2 	-1.58974 	-2.35602e-17 	-0.142494
2 	-1.52211 	-2.35168e-17 	-0.14627
2 	-1.45764 	-2.35168e-17 	-0.149823
2 	-1.39618 	-2.35168e-17 	-0.153139
2 	-1.33758 	-2.35168e-17 	-0.15621
2 	-1.28173 	-2.35602e-17 	-0.159029
2 	-1.22847 	-2.49859e-17 	-0.161605
2 	-1.17771 	-2.63249e-17 	-0.164001
2 	-1.12931 	-2.66339e-17 	-0.166212
2 	-1.08318 	-2.69863e-17 	-0.167675
2 	-1.06014 	-2.84118e-17 	-0.167788
2 	-1.03838 	-3.25604e-17 	-0.175523
2 	-0.994703 	-3.44043e-17 	-0.175699
2 	-0.949195 	-3.53444e-17 	-0.174832
2 	-0.925591 	-3.69699e-17 	-0.173808
2 	-0.901887 	-3.92888e-17 	-0.18194
2 	-0.854405 	-4.12125e-17 	-0.180965
2 	-0.805217 	-4.02238e-17 	-0.179923
2 	-0.771144 	-4.07287e-17 	-0.17881
2 	-0.745713 	-4.29226e-17 	-0.18707
2 	-0.703521 	-4.14105e-17 	-0.185878
2 	-0.651133 	-3.84749e-17 	-0.184659
2 	-0.597802 	-3.91545e-17 	-0.18344
2 	-0.559305 	-3.97601e-17 	-0.182246
2 	-0.531993 	-4.07623e-17 	-0.190347
2 	-0.488593 	-4.70966e-17 	-0.189126
2 	-0.432862 	-5.14164e-17 	-0.18798
2 	-0.376483 	-4.87123e-17 	-0.186929
2 	-0.319537 	-4.80235e-17 	-0.185993
2 	-0.262107 	-4.76156e-17 	-0.185188
2 	-0.204278 	-4.58396e-17 	-0.184528
2 	-0.148957 	-4.62994e-17 	-0.184023
2 	-0.11982 	-4.70582e-17 	-0.191724
2 	-0.0877717 	-4.79447e-17 	-0.191359
2 	-0.0292722 	-4.72427e-17 	-0.191176
2 	0.0292722 	-4.64906e-17 	-0.191176
2 	0.0877717 	-4.4062e-17 	-0.191359
2 	0.11982 	-4.03715e-17 	-0.191724
2 	0.148957 	-3.90569e-17 	-0.184023
2 	0.204278 	-3.28725e-17 	-0.184528
2 	0.262107 	-2.7753e-17 	-0.185188
2 	0.319537 	-2.70333e-17 	-0.185993
2 	0.376483 	-2.51407e-17 	-0.186929
2 	0.432862 	-2.08167e-17 	-0.18798
2 	0.488593 	-2.01228e-17 	-0.189126
2 	0.531993 	-2.3653e-17 	-0.190347
2 	0.559305 	-2.48155e-17 	-0.182246
2 	0.597802 	-2.65778e-17 	-0.18344
2 	0.651133 	-2.81908e-17 	-0.184659
2 	0.703521 	-2.84495e-17 	-0.185878
2 	0.745713 	-3.06368e-17 	-0.18707
2 	0.771144 	-3.35485e-17 	-0.17881
2 	0.805217 	-3.7535e-17 	-0.179923
2 	0.854405 	-4.01744e-17 	-0.180965
2 	0.901887 	-4.16025e-17 	-0.18194
2 	0.925591 	-4.50815e-17 	-0.173808
2 	0.949195 	-4.92113e-17 	-0.174832
2 	0.994703 	-5.61407e-17 	-0.175699
2 	1.03838 	-5.99883e-17 	-0.175523
2 	1.06014 	-5.82647e-17 	-0.167788
2 	1.08318 	-5.83089e-17 	-0.167675
2 	1.12931 	-6.14314e-17 	-0.166212
2 	1.17771 	-6.49008e-17 	-0.164001
2 	1.22847 	-6.49008e-17 	-0.161605
2 	1.28173 	-6.00436e-17 	-0.159029
2 	1.33758 	-5.69211e-17 	-0.15621
2 	1.39618 	-5.37986e-17 	-0.153139
2 	1.45764 	-5.24108e-17 	-0.149823
2 	1.52211 	-5.27578e-17 	-0.14627
2 	1.58974 	-5.137e-17 	-0.142494
