0.061 	0.0025 	0.005 	-7.92745e-05 	-5.74767e-06 	0
0.061 	0.0075 	0.005 	-0.000254501 	-3.39906e-05 	0
0.061 	0.0125 	0.005 	-0.000433549 	-9.10287e-05 	0
0.061 	0.0175 	0.005 	-0.000614007 	-0.000170456 	0
0.061 	0.0225 	0.005 	-0.000800557 	-0.000271692 	0
0.061 	0.0275 	0.005 	-0.00100277 	-0.000397301 	0
0.061 	0.0325 	0.005 	-0.00123334 	-0.000551603 	0
0.061 	0.0375 	0.005 	-0.00150711 	-0.000740941 	0
0.061 	0.0425 	0.005 	-0.00184077 	-0.000974031 	0
0.061 	0.0475 	0.005 	-0.00225312 	-0.00126236 	0
0.061 	0.0525 	0.005 	-0.00276573 	-0.00162075 	0
0.061 	0.0575 	0.005 	-0.00340413 	-0.00206817 	0
0.061 	0.0625 	0.005 	-0.00419956 	-0.00262875 	0
0.061 	0.0675 	0.005 	-0.00519147 	-0.00333316 	0
0.061 	0.0725 	0.005 	-0.0064314 	-0.00422023 	0
0.061 	0.0775 	0.005 	-0.00798901 	-0.00533893 	0
0.061 	0.0825 	0.005 	-0.00996199 	-0.00675035 	0
0.061 	0.0875 	0.005 	-0.0124921 	-0.00852924 	0
0.061 	0.0925 	0.005 	-0.015791 	-0.0107637 	0
0.061 	0.0975 	0.005 	-0.0201777 	-0.0135507 	0
0.061 	0.1025 	0.005 	-0.0261307 	-0.016983 	0
0.061 	0.1075 	0.005 	-0.0343408 	-0.0211206 	0
